OBJECTID,STOP_ID,ROUTE_NAME,DIRECTION,RAPID_BLCK,GOOGLEARTH,STOP_PAD,BENCH,TRASH_BIN,SHELTER,TRNST_SIGN,ST_TRE_INF,RT_ROUTE,CALL_BOX,FARE_KIOSK,BIKE_RACK,ADD_ST_SGN,STOP_LOC,STOP_ZONE,TRAFF_SIG,TR_SIG_LOC,CWALK_LOC,CWALK_MARK,CWALK_SIGN,CWALK_MED,CWALK_EXT,PARK_RESTR,BZONE_BLOC,PZONE_BLOC,FZONE_BLOC,TREE_CLEAR,SWALK_HEAT,LIGHTING,SWALK_MAT,SWLK_COND,LATITUDE,LONGITUDE,TRASH_OWN,NOTES,ROUTE_NUMB,BOARD_DAY,GRVS_DEMO,PAD_SHAPE,PAD_COND,PAD_MAT,ADA_REQ,SLOPE,SHELT_TYPE,SIGN_TYPE,SIGN_HEIGH,SIGN_LT_CL,WALK_WIDTH,PAD_WIDTH,PAD_LENGTH,WARD,Creator,Create_Date,Editor,Last_Editor
343,5716,EAST LEONARD,EAST BOUND,NO,YES,YES,YES,AT STOP,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,NO PARKING SIGN NEEDED,TREE,TREE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.9672850003707,-85.656876000077,THE RAPID, ,15,11.57142857,2,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
344,5718,EAST LEONARD,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,UNMARKED,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9705890001922,-85.6569059999132,NONE, ,15,14.28571429,2,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
345,5726,EAST LEONARD,EAST BOUND,NO,YES,YES,YES,AT STOP,YES,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9729270002288,-85.6568910003351,THE RAPID, ,15,4.42857143,5,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,"STANDARD TOLAR SILVER ""EUROS""",BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
346,5731,EAST LEONARD,EAST BOUND,NO,INCORRECT,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9778374282657,-85.6569226341668,NONE, ,15,12.5,5,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
347,5736,EAST LEONARD,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,UNMARKED,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,TREE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.979000000301,-85.6569979999566,NONE, ,15,3.78571429,4,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
348,5741,EAST LEONARD,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,TREE,NONE,NO CLEARANCE ISSUES,NO,NO ADJACENT LIGHTING,CONCRETE,POOR CONDITION,42.9808010002243,-85.657021000271,NONE, ,15,1.71428571,3,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
349,5743,EAST LEONARD,EAST BOUND,NO,YES,YES,YES,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9843750002383,-85.6570430000729,NONE, ,15,20.78571429,3,FULL DEPTH BETWEEN STREET AND SIDEWALK,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
350,5751,EAST LEONARD,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,NO,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,UNMARKED,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.9844550003811,-85.6548229995037,NONE, ,15,1.78571429,4,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,NO,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,LESS THAN 8 FEET,2,Joeverman,1536329743132,Joeverman,1536329743132
351,5756,EAST LEONARD,EAST BOUND,NO,YES,,,,,,,,,,,,,,,,,,,,,NEEDS NO PARKING SIGN,,,,,,,,,42.9844359999713,-85.6519699995846,,"UNDER CONSTRUCTION, DID NOT SURVEY",15,3.14285714,4,,,,,,,,,, , , ,2,Joeverman,1536329743132,Joeverman,1536329743132
352,5761,EAST LEONARD,EAST BOUND,NO,YES,,,,,,,,,,,,,,,,,,,,,POSTED AS NO PARKING,,,,,,,,,42.9844169997612,-85.6482240000401,,"UNDER CONSTRUCTION, DID NOT SURVEY",15,5.42857143,3,,,,,,,,,, , , ,2,Joeverman,1536329743132,Joeverman,1536329743132
353,5766,EAST LEONARD,EAST BOUND,NO,YES,,,,,,,,,,,,,,,,,,,,,POSTED AS NO PARKING,,,,,,,,,42.984394000375,-85.6449890004296,,"UNDER CONSTRUCTION, DID NOT SURVEY",15,4.28571429,4,,,,,,,,,, , , ,2,Joeverman,1536329743132,Joeverman,1536329743132
354,5767,EAST LEONARD,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,NO,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,NONE,UTILITY LID/MANHOLE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9843369998568,-85.6401820005182,NONE, ,15,8,2,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
355,5768,EAST LEONARD,EAST BOUND,NO,NO,,,,,,,,,,,,,,,,,,,,,POSTED AS NO PARKING,,,,,,,,,42.9843789998778,-85.643325999665,,"UNDER CONSTRUCTION, DID NOT SURVEY",15,1.28571429,3,,,,,,,,,, , , ,2,Joeverman,1536329743132,Joeverman,1536329743132
356,5776,EAST LEONARD,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,NONE,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,NONE,TREE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9843640002086,-85.6370540004162,NONE, ,15,7.28571429,2,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
357,5781,EAST LEONARD,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9843749998557,-85.6338500000901,NONE, ,15,0.28571429,2,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,NO,OVER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,LESS THAN 5 FEET,LESS THAN 8 FEET,2,Joeverman,1536329743132,Joeverman,1536329743132
358,5791,EAST LEONARD,EAST BOUND,NO,YES,YES,YES,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,POSTED AS NO PARKING,NONE,TREE,TREE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.9843559998973,-85.6253659993856,NONE, ,15,8.5,3,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
359,5796,EAST LEONARD,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9843220004219,-85.6200940000987,NONE, ,15,1.42857143,4,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,NO,OVER 2%,"STANDARD TOLAR SILVER ""EUROS""",IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,LESS THAN 5 FEET,LESS THAN 8 FEET,2,Joeverman,1536329743132,Joeverman,1536329743132
360,5801,EAST LEONARD,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,TREE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.9843290003779,-85.6162260004234,NONE, ,15,3.5,4,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
361,5806,EAST LEONARD,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,YES,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,FIRE HYDRANT,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.9843100003562,-85.6107099996241,NONE, ,15,0.21428571,3,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,NO,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,LESS THAN 5 FEET,LESS THAN 8 FEET,2,Joeverman,1536329743132,Joeverman,1536329743132
362,5811,EAST LEONARD,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,UNMARKED,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,TREE,TREE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.9842990002072,-85.6083910002715,NONE, ,15,0.71428571,2,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
363,5816,EAST LEONARD,EAST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9846149998634,-85.6005480002818,NONE, ,15,1.14285714,1,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
364,5821,EAST LEONARD,EAST BOUND,NO,NO,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,42.991641999649,-85.5996170000223,,"UNDER CONSTRUCTION, DID NOT SURVEY",15,0.14285714,1,,,,,,,,,, , , ,2,Joeverman,1536329743132,Joeverman,1536329743132
365,5822,EAST LEONARD,EAST BOUND,NO,NO,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,NONE,UNMARKED,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,GRASS/DIRT,GOOD CONDITION,42.9935470765562,-85.5979213979533,NONE, ,15,1.78571429,1,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
366,5831,EAST LEONARD,EAST BOUND,NO,YES,NO,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,ASPHALT,GOOD CONDITION,42.9983670003704,-85.5972750003046,NONE, ,15,0.21428571,1,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,ASPHALT,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
367,5832,EAST LEONARD,EAST BOUND,NO,YES,YES,YES,AT STOP,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,43.0000839999979,-85.5929489997466,OTHER, ,15,21,1,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
368,5836,EAST LEONARD,MULTIPLE,NO,YES,YES,YES,AT STOP,YES,YES,YES,NO,NO,NO,NO,NO,MIDBLOCK,NONE,NO TRAFFIC CONTROL,NO TRAFFIC CONTROL,MIDBLOCK,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9977909996261,-85.5937960005345,THE RAPID, ,15,102.71428571,1,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,"STANDARD TOLAR SILVER ""EUROS""",BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
369,5841,EAST LEONARD,WEST BOUND,NO,NO,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - FAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,ASPHALT,GOOD CONDITION,42.9983790002373,-85.5974499998595,NONE, ,15,0.5,1,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
370,5846,EAST LEONARD,WEST BOUND,NO,NO,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,NONE,UNMARKED,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,GRASS/DIRT,GOOD CONDITION,42.9932079107732,-85.5981192441442,NONE, ,15,0,1,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
371,5851,EAST LEONARD,WEST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.9844394715771,-85.6007087913594,NONE, ,15,29.92857143,1,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
372,5871,EAST LEONARD,WEST BOUND,NO,YES,YES,YES,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,UNMARKED,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,TREE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.9844630000279,-85.6083220001263,NONE, ,15,9.28571429,2,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
373,5876,EAST LEONARD,WEST BOUND,NO,YES,YES,YES,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,SOME LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.9844699999038,-85.610168000454,NONE, ,15,11.28571429,2,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
374,5881,EAST LEONARD,WEST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,UNMARKED,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.9844889997064,-85.6159590003342,NONE, ,15,9.57142857,2,CONNECTED TO SIDEWALK WITH WALK STRIP,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
375,5886,EAST LEONARD,WEST BOUND,NO,YES,YES,YES,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,TRAFFIC LIGHT,AT INTERSECTION,AT INTERSECTION,ALL LEGS OF INTERSECTION,FULL TRAFFIC SIGNAL,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.9845009998928,-85.6199039994719,NONE, ,15,13.64285714,2,FULL DEPTH BETWEEN STREET AND SIDEWALK,GOOD CONDITION,CONCRETE,YES,UNDER 2%,NONE,BOLTED TO PAD,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
376,5888,EAST LEONARD,WEST BOUND,NO,YES,YES,YES,AT STOP,NO,YES,YES,NO,NO,NO,YES,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,UNMARKED,NO SIGNAL OR BEACON,NO,NO,NO PARKING SIGN NEEDED,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,POOR CONDITION,42.9845310003496,-85.6311650001731,OTHER, ,15,33,3,FULL DEPTH BETWEEN STREET AND SIDEWALK,POOR CONDITION,CONCRETE,NO,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,LESS THAN 5 FEET,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
377,5896,EAST LEONARD,WEST BOUND,NO,YES,YES,NO,NONE,NO,YES,YES,NO,NO,NO,NO,NO,AT INTERSECTION - NEAR SIDE,NONE,2 WAY STOP,AT INTERSECTION,AT INTERSECTION,UNMARKED,NO SIGNAL OR BEACON,NO,NO,POSTED AS NO PARKING,NONE,NONE,NONE,NO CLEARANCE ISSUES,NO,PUBLIC STREET LIGHT,CONCRETE,GOOD CONDITION,42.984511999841,-85.6336140000731,NONE, ,15,4.14285714,3,CONNECTED TO SIDEWALK WITH WALK STRIP,POOR CONDITION,CONCRETE,YES,UNDER 2%,NONE,IN GROUND POLE MOUNTED,7 FEET OR ABOVE,OVER 2 FEET,4 FEET OR MORE,5 FEET OR GREATER,8 FEET OR GREATER,2,Joeverman,1536329743132,Joeverman,1536329743132
